,Name,Price,Market-Cap
8411,Exodia,$0.05895,"$2,421"
8412,Far West Games,$0.0000001886,--
8413,Draco.Finance,$0.002259,$112
8414,Yield Hunt,$0.000000649,$9
8415,Kalkicoin,$0.0423,--
8416,Oppa,$0.00000194,--
8417,Arbidoge,$0.00000001541,--
8418,Paw V2,$0.0008326,--
8419,AvaNyan,$0.001793,$4
8420,Cosmic Coin,$0.002433,--
8421,ACDX Exchange Governance Token,$0.003186,"$18,262"
8422,Xverse,$0.008985,"$28,752"
8423,HOGT,$0.0009237,--
8424,MoonBeans,$0.3682,"$368,246"
8425,LaCucina,$0.04516,"$225,817"
8426,JDI Yield,$0.0005764,--
8427,Axion,$0.00001151,--
8428,ShibaCash,$0.000000002194,"$371,644"
8429,Metaworld,$0.001089,--
8430,RiskMoon,$0.0...04385,--
8431,DefiCliq,$0.004574,"$237,885"
8432,Ankr Reward Earning Staked AVAX,$22.39,--
8433,Shiba Corp,$0.0...03621,--
8434,The Starship Finance,$0.00002456,--
8435,Crypto Mushroomz,$0.000004076,--
8436,Daikokuten Sama,$0.0...06992,--
8437,Gondola Finance,$0.00007012,"$10,448"
8438,Opennity,$0.00006692,--
8439,RAL RUNE - Rune.Game,$0.1947,--
8440,NftEyez,$0.0001179,--
8441,KOKA INU,$0.00000006113,--
8442,Lunar Highway,$0.0...01087,--
8443,Sportemon-Go,$0.000000009861,--
8444,Asset Backed Protocol,$0.0009289,"$37,158"
8445,Sucrecoin,$0.0002296,--
8446,pDollar Share,$0.03346,--
8447,SmugDoge,$0.0...01377,"$8,936"
8448,BakerGuild,$0.0000003469,$0
8449,MySwap,$0.000042,--
8450,FuturoCoin,$0.0001435,--
8451,UNIREALCHAIN,$0.006003,"$5,297,065"
8452,Dogelana,$0.0000000636,--
8453,NEF RUNE - Rune.Game,$0.2082,--
8454,Kart Racing League,$0.00008205,"$302,631"
8455,Hub - Human Trust Protocol,$0.002562,"$451,879"
8456,Zurcoin,$0.009989,"$1,059,107"
8457,wanSUSHI,$1.07,--
8458,Pragma,$0.000006264,--
8459,Bagus Wallet,$0.00007791,"$17,296"
8460,Ecosystem Coin Network,$0.6313,--
8461,Soltato FRIES,$0.001146,--
8462,wanEOS,$0.6156,--
8463,GNAR TOKEN,$0.005418,--
8464,OBIC,$0.006829,--
8465,Bullish AF,$0.0...00011,--
8466,MongooseCoin,$0.000005417,"$54,148"
8467,Higgs,$0.004899,--
8468,Keeshond Coin,$0.0000008555,"$3,850"
8469,Starnodes,$0.00001908,--
8470,YSL,$0.0...01995,--
8471,HUMAN,$0.000115,--
8472,Skillchain,$0.01768,--
8473,Answerly,$0.01099,--
8474,Altbet,$0.001062,--
8475,CamelToken,$0.000004994,--
8476,HoboNickels,$0.001722,--
8477,Marscoin,$0.04507,"$1,626,311"
8478,ECC,$0.000287,"$7,176,074"
8479,Clams,$0.5454,--
8480,RabbitCoin,$0.000287,--
8481,Quotient,$0.0005739,--
8482,Bubble,$0.003443,--
8483,Axiom,$0.001435,--
8484,ClubCoin,$0.003443,--
8485,AvatarCoin,$0.02869,--
8486,SaluS,$8.27,--
8487,Francs,$0.002582,--
8488,Aces,$0.0002869,--
8489,PROUD Money,$0.0002869,--
8490,Lykke,$0.008414,--
8491,InflationCoin,$0.0001439,--
8492,Mercury,$0.000293,49.64%
8493,BlazerCoin,$0.000287,--
8494,Electra,$0.000003157,--
8495,Everus,$0.0008613,"$479,332"
8496,BlockCDN,$0.0001609,--
8497,Social Send,$0.001148,--
8498,Hyper Pay,$0.001442,0.00%
8499,MOAC,$0.002606,--
8500,indaHash,$0.001534,"$613,618"
8501,CoinMeet,$0.0005661,--
8502,Intelligent Investment Chain,$0.000001837,--
8503,GreenPower,$0.0136,"$43,949,299"
8504,Karatgold Coin,$0.0003085,--
8505,DACC,$0.000007681,--
8506,ThingsOperatingSystem,$0.0000614,--
8507,Promotion Coin,$0.000003129,--
8508,Ino Coin,$1.72,"$310,456,642"
8509,ThoreCoin,$86.12,"$7,465,030"
8510,Netkoin,$0.0001005,"$643,436"
8511,Obitan Chain,$0.00001737,--
8512,KingXChain,$0.000002847,--
8513,YUKI,$0.00001737,--
8514,ABCC Token,$0.01199,--
8515,ShineChain,$0.000008324,--
8516,eosBLACK,$0.00005294,--
8517,GazeCoin,$0.009472,--
8518,BitUP Token,$0.00005152,--
8519,SaveNode,$0.000287,--
8520,MEX,$0.00002954,--
8521,BUMO,$0.001553,--
8522,Robotina,$0.0006307,--
8523,CMITCOIN,$0.00009952,--
8524,CARAT,$0.9262,--
8525,TRONCLASSIC,$0.00001737,--
8526,Wixlar,$0.0004332,--
8527,Dragon Token,$4.25,0.00%
8528,HondaisCoin,$0.00000287,--
8529,MediBit,$0.000001653,--
8530,Earneo,$0.01422,"$3,620,715"
8531,CENTERCOIN,$0.00004593,--
8532,WEBN token,$0.00000139,--
8533,RoboCalls,$0.000005741,--
8534,Jewel,$0.1823,"$8,879,059"
8535,Big Bang Game Coin,$0.00002258,--
8536,WHEN Token,$0.0001923,--
8537,V-Dimension,$0.3401,--
8538,ThoreNext,$0.002583,--
8539,NNB Token,$0.00001399,--
8540,One DEX,$0.000000287,--
8541,Vodi X,$0.0003641,--
8542,TCASH,$0.0009901,"$34,851"
8543,Emanate,$0.0119,--
8544,BlockStamp,$0.01722,--
8545,SpectreSecurityCoin,$0.00008611,--
8546,USDQ,$0.9889,--
8547,MGC Token,$0.0001893,--
8548,NOIZ,$0.0178,--
8549,GLOBEX,$0.00001737,"$651,618"
8550,BitcoinRegular,$0.1943,--
8551,Zer-Dex,$0.003917,"$31,494"
8552,LinkToken,$0.005993,--
8553,Crex Token,$0.6029,--
8554,DeepCloud AI,$0.001016,--
8555,UltrAlpha,$0.01898,--
8556,Defi,$0.0388,--
8557,BitcoinSoV,$0.006672,--
8558,Junsonmingchncoin,$0.0000002871,--
8559,MYCE,$0.00801,"$556,470"
8560,BITICA COIN,$1.32,"$11,916,771"
8561,Electronero,$0.0002871,--
8562,Secure Cash,$0.005742,--
8563,VENA,$0.0004805,--
8564,Lightyears,$0.0178,--
8565,Sombe,$0.0002871,"$107,421"
8566,City Coin,$0.07607,--
8567,01coin,$0.0002871,--
8568,dForce USDx,$0.9384,--
8569,Gomics,$0.0007292,--
8570,Sierracoin,$0.001033,--
8571,Tepleton,$0.001099,--
8572,Global X Change Token,$0.007463,--
8573,Rivex,$0.002597,--
8574,FinexboxToken,$0.6322,--
8575,DMme,$0.0002871,--
8576,NOVA,$0.00002293,--
8577,Schilling-Coin,$0.0008612,--
8578,Marshal Lion Group Coin,$0.0008611,--
8579,Bankroll Network,$0.06003,--
8580,Aerotoken,$0.01119,--
8581,Newsolution,$0.001494,--
8582,Sesameseed,$0.02081,--
8583,BuySell,$0.000287,--
8584,Axial Entertainment Digital Asset,$0.0007198,0.00%
8585,FRED Energy,$0.0004019,--
8586,AfroDex,$0.00000003995,--
8587,Bitcoffeen,$0.000287,--
8588,Bitcoin Pro,$34.29,--
8589,KONJUNGATE,$0.0001869,"$151,043"
8590,LinkArt,$0.0003007,--
8591,Emrals,$0.008502,--
8592,QUEENBEE,$0.003246,--
8593,KingMoney,$17.22,"$3,530,040"
8594,Zent Cash,$0.000003904,--
8595,LUCY,$0.002008,--
8596,0cash,$0.000287,--
8597,Bonorum,$0.6814,--
8598,GermanCoin,$0.0001406,--
8599,Largo Coin,$0.07691,--
8600,Cofinex,$0.05167,"$108,502"
8601,RAKUN,$0.002997,--
8602,Five Star Coin,$0.009472,--
8603,Dexchain,$0.0002215,0.00%
8604,GoalTime N,$0.00002306,--
8605,ODE,$60.99,"$3,047,600,417"
8606,B ONE PAYMENT,$0.002009,"$17,831"
8607,Scopuly,$0.04414,"$139,034,893"
8608,Charg Coin,$0.4294,--
8609,Unknown Fair Object,$0.7952,--
8610,Mega Lottery Services Global,$0.000287,"$287,043"
8611,Jack Token,$0.347,--
8612,EarnBet,$0.01452,--
8613,Sudan Gold Coin,$0.009989,--
8614,BLOCKIDCOIN,$0.000287,--
8615,Inverse Bitcoin Volatility Token,"$1,694.37",--
8616,Resfinex Token,$0.01514,--
8617,Idea Chain Coin,$0.2228,--
8618,Litecoin SV,$0.3874,--
8619,VEHICLE DATA ARTIFICIAL INTELLIGENCE PLATFORM,$0.2153,--
8620,CryptoBet,$0.000287,--
8621,UniPower,$0.1708,"$170,760"
8622,Fanaticos Cash,$0.000287,--
8623,Vectorium,$361.67,"$5,573,909,357"
8624,DFOhub,$0.5826,"$1,702,266"
8625,SorachanCoin,$0.003157,--
8626,ChainZ Arena,$0.04742,--
8627,BITCOINHEDGE,$2.80,--
8628,Aave TUSD,$1.00,--
8629,Aave LINK,$6.32,--
8630,Aave SNX,$2.49,--
8631,Aave MKR,"$1,131.60",--
8632,Aave BAT,$0.3627,--
8633,Aave BUSD,$1.00,--
8634,Aave DAI,$1.00,--
8635,Ystar,$0.0001698,"$1,215,340"
8636,STPAY,$0.0001051,$425
8637,BitCherry,$0.003428,--
8638,Cap,$97.35,"$9,734,732"
8639,Gstcoin,$0.04269,0.00%
8640,AntiscamToken,$0.03988,--
8641,VN Token,$0.002583,--
8642,PUML Better Health,$0.02778,--
8643,STONK,$0.0004795,--
8644,NoleCoin,$0.1401,--
8645,Bitpayer Token,$0.001522,--
8646,BELIEVER,$0.005362,5.92%
8647,Bankroll Vault,$0.174,"$301,386"
8648,Decurian,$225.81,--
8649,EcoDollar,$0.000287,--
8650,snglsDAO,$0.0000488,--
8651,BLOCKCLOUT,$0.0001274,"$81,817"
8652,Crypto Cricket Club,$0.0009061,68.86%
8653,CoinZoom,$0.02344,--
8654,eFIN,$0.00013,--
8655,Karma DAO,$0.009789,--
8656,PowerBalt,$0.1596,--
8657,Trendering,$0.9407,--
8658,KIWI TOKEN,$0.0001119,--
8659,Lung Protocol,$0.00009433,--
8660,Kids Cash,$0.04795,--
8661,Bit World Token,$0.005131,--
8662,DigiMax DGMT,$0.00001945,--
8663,MDUKEY,$0.00238,--
8664,888tron,$0.1,"$7,308,708"
8665,EIDOS,$0.00001923,--
8666,3X Short Ethereum Classic Token,$0.00000005,16.67%
8667,KYSC Token,$0.00003196,--
8668,BTC Network Demand Set II,$364.77,--
8669,ETH 20 Day MA Crossover Set,"$1,511.69",--
8670,ETH 20 Day MA Crossover Yield Set,"$1,429.72",--
8671,ETH/BTC RSI Ratio Trading Set,$789.22,--
8672,ETH/LINK Price Action Candlestick Set,"$1,721.78",--
8673,ETH Price Action Candlestick Set,"$1,281.56",--
8674,ETH RSI 60/40 Crossover Set,$737.65,--
8675,yffi finance,$0.4597,--
8676,Intelligent Ratio Set,"$1,597.26",--
8677,LINK/ETH RSI Ratio Trading Set,$498.73,--
8678,LINK Profit Taker Set,$184.96,--
8679,Dice,$0.000000539,--
8680,Diamond Voucher,$20.02,--
8681,3X Long Tether Gold Token,"$6,345.00",0.00%
8682,YAS,$0.01024,--
8683,Jubi Token,$0.07401,--
8684,Play Royal,$0.000004004,--
8685,SCC DIGforIT,$0.001177,--
8686,X-Block,$0.00002763,--
8687,AVCCOIN,$0.008613,--
8688,Cherry Token,$0.256,--
8689,sBTC,$0.01038,--
8690,Dragonbit,$0.00004881,--
8691,Empow,$0.002247,--
8692,Infinite Ricks,$0.00002871,--
8693,FXPay,$0.0003475,--
8694,Kevacoin,$0.0003293,"$54,807"
8695,ZJLT Distributed Factoring Network,$0.000004482,--
8696,LoveHearts,$0.000008008,--
8697,Portal,$0.0000801,"$57,370"
8698,Kulupu,$0.006315,"$182,233"
8699,Aludra Network,$0.0004031,--
8700,Ludos Protocol,$0.00001129,"$1,844"
8701,NanTrade,$0.0557,--
8702,Mandi Token,$0.0009264,--
8703,ORBYT Token,$0.0003617,--
8704,Equus Mining Token,$0.0008581,--
8705,WingShop,$0.0008514,--
8706,MYX Network,$0.0006873,--
8707,Bitalgo,$0.009989,--
8708,Love Coin,$0.00159,--
8709,Keysians Network,$0.3353,--
8710,COIL,$0.4846,"$491,427"
8711,Crypto Price Index,$0.05893,--
8712,Krosscoin,$1.03,--
8713,GRAP,$0.02471,--
8714,DeFi Omega,$2.50,--
8715,MIKS COIN,$0.000506,0.00%
8716,DegenVC,$0.1221,--
8717,OC Protocol,$0.0005741,--
8718,The Hash Speed,$0.02583,"$25,833,865"
8719,Libera,$0.4896,--
8720,CAT.trade Protocol,$0.001737,--
8721,JBOX,$0.0002296,--
8722,YFIEXCHANGE.FINANCE,$1.22,0.00%
8723,Dextrust,$0.02372,--
8724,Deonex Token,$0.08246,"$412,276"
8725,Vision,$0.1641,"$389,032"
8726,Swapfolio,$0.04535,"$66,660"
8727,DeFiat,$0.1136,--
8728,YFFS Finance,$0.1756,"$10,536"
8729,yfBeta,$4.60,--
8730,YFA Finance,$0.06992,--
8731,The Forms,$0.00361,"$6,070"
8732,Definitex,$0.2086,--
8733,Token CashPay,$0.001033,--
8734,BEAR Coin,$0.003157,--
8735,BUILD Finance,$0.002755,--
8736,HBTC Captain Token,$3.04,0.00%
8737,i9 Coin,$0.000287,--
8738,Nyan Finance,$1.76,--
8739,OFIN Token,$0.004706,--
8740,Betherchip,$0.003732,--
8741,Tribute,$0.2386,--
8742,Zoom Protocol,$3.56,--
8743,Oracolxor,$0.0001155,--
8744,UniFi Protocol,$0.5344,--
8745,YFMoonshot,$7.06,--
8746,Markaccy,$0.00003074,--
8747,Livenodes Token,$0.000287,--
8748,Samurai,$0.3459,--
8749,UNIFI DeFi,$0.0001079,--
8750,Finswap,$0.05999,--
8751,Axioms,$0.009534,--
8752,Digital Currency Daily,$0.000007203,--
8753,YFIX Finance,$0.2598,--
8754,Combine.finance,$4.30,--
8755,SwapShip,$2.72,--
8756,SpokLottery,$0.00003121,"$4,194"
8757,Antique Zombie Shards,$622.22,--
8758,CryptoWater,$0.7761,--
8759,CXN Network,$0.0005168,--
8760,Wrapped LEO,$0.07818,"$781,823"
8761,Dfinance,$0.0217,--
8762,Timers,$0.007453,--
8763,YFE Money,$0.783,--
8764,HLP Token,$0.2569,--
8765,BDCash Protocol,$0.001148,$484
8766,YFOX FINANCE,$3.54,--
8767,Cyclops Treasure,$120.57,--
8768,Bellevue Network,$0.01033,--
8769,PieDAO DEFI Small Cap,$1.65,--
8770,YeaFinance,$1.88,--
8771,YFPRO Finance,$1.91,--
8772,PieDAO DEFI Large Cap,$0.8933,--
8773,Stabilize,$0.2173,"$37,094"
8774,deCraft Finance,$20.48,--
8775,Star Pacific Coin,$0.7092,--
8776,r/CryptoCurrency Moons,$0.05076,"$3,845,273"
8777,YFi Management,$1.04,"$3,856"
8778,Yearn Finance DOT,$5.37,--
8779,SWAG Finance,$0.0105,--
8780,YFIA,$0.00000889,--
8781,GALAXY NETWORK,$0.0006992,--
8782,ETG Finance,$0.1233,"$4,312"
8783,Apiary Fund Coin,$0.0001111,--
8784,Yearn Finance Network,$0.09219,--
8785,Moonday Finance,$43.85,"$75,996"
8786,BananoDOS,$112.40,--
8787,Enoki Finance,$0.9613,--
8788,DogDeFiCoin,$0.2612,--
8789,IDall,$0.001129,--
8790,YFI CREDITS GROUP,$0.1199,--
8791,Tsunami finance,$62.60,--
8792,Aspire,$0.005454,--
8793,YYFI.Protocol,$0.09086,--
8794,Hiz Finance,$0.01119,--
8795,Dollar on Chain,$1.01,--
8796,King Swap,$0.0003371,0.00%
8797,Mars Network,$0.0008611,--
8798,Cryptochrome,$0.003109,--
8799,SERGS,$0.06832,--
8800,CSP DAO,$2.00,--
8801,Fiola,$0.00009337,--
8802,Yearn Finance Bit2,$2.30,--
8803,Trade.win,$0.01289,--
8804,GoldFinX,$0.005118,0.00%
8805,Future-Cash Digital,$0.1528,--
8806,Nyan V2,$6.62,--
8807,LIQUID,$8.36,--
8808,CloudCoin,$0.01342,--
8809,GARD Governance Token,$0.00001242,--
8810,Blueshare Token,$0.0006807,--
8811,Sav3Token,$0.02519,--
8812,Your Finance Decentralized,$1.10,--
8813,swiss.finance,$18.00,--
8814,TECRA,$0.1171,--
8815,DefHold,$30.25,--
8816,Chemix Ecology Governance Token,$0.04195,"$299,087"
8817,Itchiro Games,$1.19,--
8818,UniWhales,$0.3378,--
8819,KP2R.Network,$0.05345,--
8820,LibreFreelencer,$0.000007421,9.62%
8821,BIOKKOIN,$19.02,--
8822,Komet,$15.76,5.92%
8823,HoldToWin,$0.8657,--
8824,XPToken.io,$0.849,--
8825,Yearn Loans Finance,$7.21,"$15,592"
8826,Bullswap Exchange,$0.0002953,--
8827,KING OF DEFI,$5.04,"$95,802"
8828,REALPAY,$0.002124,--
8829,Money of Tomorrow Today,$2.82,"$5,856,057"
8830,Adventure Token,$0.005165,--
8831,IterationSyndicate,$7.44,--
8832,YearnAgnostic Finance,$1.27,--
8833,YFIDapp,$1.14,--
8834,Elite Swap,$0.000001688,--
8835,Glox Finance,$9.67,--
8836,Facebook tokenized stock Bittrex,$185.36,--
8837,Google tokenized stock Bittrex,"$2,138.13",--
8838,Billibilli tokenized stock Bittrex,$21.66,--
8839,Rank Token,$0.0004079,--
8840,Interfinex,$0.00001701,--
8841,Venus XRP,$0.007775,--
8842,XVIX,$15.77,--
8843,Honey,$63.27,--
8844,Deflect,$0.7536,--
8845,PIGX,$0.003101,0.00%
8846,Richlab Token,$0.00001513,"$5,294"
8847,Yield,$0.8287,--
8848,Buy-Sell,$0.6637,--
8849,Predictz,$5.01,"$39,997"
8850,MediconnectUk,$0.000098,"$48,999"
8851,Golden Ratio Per Liquidity,$46.48,--
8852,Basis Dollar,$0.007216,--
8853,Capital.Finance,$11.70,"$935,883"
8854,Rootkit Finance,"$1,733.52",--
8855,DAPPCENTS,$0.0003201,--
8856,unilock.network,$0.01073,--
8857,Dynamic Set Dollar,$0.001658,--
8858,Bankcoin,$0.0003955,--
8859,Themis,$0.2009,--
8860,Unique One,$0.02368,--
8861,Bitpower,$0.00473,"$241,211"
8862,Keep3r BSC Network,$0.1261,--
8863,DigiCol,$0.0006256,"$103,218"
8864,Utopia Genesis Foundation,$0.005687,"$58,097"
8865,GGDApp,$0.09117,--
8866,Polkainsure Finance,$0.9064,--
8867,Trism,$0.06602,"$62,405"
8868,Tenet,$0.1711,--
8869,Mantis,$0.02727,--
8870,HappinessToken,$0.2857,--
8871,Delphi Chain Link,$0.002082,--
8872,PlayAndLike,$0.0587,"$1,990"
8873,Venus Filecoin,$0.1492,--
8874,CheeseSwap,$0.01179,--
8875,Tronx Coin,$0.0002871,--
8876,Dequant,$0.003158,--
8877,Basis Dollar Share,$0.09945,--
8878,Passive Income,$20.02,--
8879,PayYoda,$0.02997,--
8880,LP 3pool Curve,$1.02,--
8881,Zero Exchange,$0.0002997,--
8882,Nydronia,$0.000007605,0.00%
8883,POC Blockchain,$0.7824,--
8884,PieDAO Balanced Crypto Pie,$1.57,--
8885,EOX,$0.0001413,--
8886,Armor NXM,$13.32,--
8887,Xstable.Protocol,$0.1122,--
8888,Interop,$0.3934,--
8889,XNODE,$0.005483,--
8890,Phoswap,$0.01568,--
8891,Petrachor,$0.002727,--
8892,Zytara dollar,$0.9507,--
8893,UniDexGas,$9.89,--
8894,MP3,$0.005276,--
8895,Rug Proof,$0.02597,--
8896,Chow Chow,$0.001181,--
8897,TAMA EGG NiftyGotchi,$30.87,--
8898,PizzaSwap,$0.01978,--
8899,YFBitcoin,$10.50,"$91,300"
8900,SCV.finance Token,$0.0001168,--
8901,Midas Dollar Share,$1.53,--
8902,Previse,$0.04373,--
8903,DEVA TOKEN,$2.00,--
8904,Hyper Credit Network,$0.00009989,--
8905,Tcoin,$0.000004844,--
8906,DexMex,$0.004379,--
8907,Extend Finance,$0.0001401,8.85%
8908,Grapeswap,$0.0001263,"$38,099"
8909,Pub Finance,$0.4211,"$3,504,494"
8910,ProperSix,$0.000007554,62.05%
8911,BigBoys Industry,"$2,640.98",--
8912,Mirrored AMC Entertainment Holdings Inc,$1.31,--
8913,Wault Finance (OLD),$4.42,"$1,299,591"
8914,Aave Enjin,$0.595,--
8915,Aave Ethereum,"$1,737.48",--
8916,Crypto Rewards Studio,$0.00778,--
8917,Moola,$0.001099,--
8918,Nodestats,$0.002871,--
8919,Marsan Exchange token,$0.009569,--
8920,Kiwi Finance,$0.03376,--
8921,wanBTC,$104.19,--
8922,wanLINK,$2.84,--
8923,wanUNI,$1.23,--
8924,Degen Protocol,$0.4968,--
8925,VANCI FINANCE,$3.80,--
8926,DEOR,$0.001928,--
8927,CAD Coin,$0.4529,--
8928,YEARNYFI NETWORK,$1.88,--
8929,Toshimon,$4.50,--
8930,Umbria Network,$1.39,--
8931,DailySwap Token,$0.000287,--
8932,Arro Social,$0.0002337,--
8933,EFT.finance,$1.10,"$60,431"
8934,UME Token,$0.01886,--
8935,Mango Finance,$0.001337,--
8936,CoffeeSwap,$0.1299,--
8937,Quam Network,$0.0003835,--
8938,RYI Unity,$0.01189,--
8939,Safe Star,$0.000000001763,"$970,375"
8940,Cream ETH 2,$11.82,--
8941,Rare Pepe,$0.01205,--
8942,Daily,$0.001148,--
8943,COPS FINANCE,$185.55,--
8944,LNAsolution Coin,$0.00003995,--
8945,Memes Token,$0.000000004477,0.00%
8946,Connectico,$0.03928,--
8947,SaturnV Gold v2,$0.0009989,"$11,371"
8948,DAOhaus,$4.73,--
8949,Bit,$0.0287,--
8950,Pilot,$0.003597,--
8951,Swirl Cash,$0.04203,--
8952,Robo Token,$0.01399,--
8953,BerrySwap,$0.0002497,--
8954,Mero,$0.000005382,6.54%
8955,ZUZ Protocol,$0.1075,--
8956,Mixty Finance,$0.06427,--
8957,RougeCoin,$0.00005534,0.00%
8958,Secret Finance,$0.005571,"$1,843,774"
8959,Yetucoin,$0.0007222,0.00%
8960,ShardingDAO,$0.1027,--
8961,Interest Bearing Defi Pulse Index,$101.92,--
8962,BasketDAO,$1.38,--
8963,Linkflow Finance,$0.2755,0.00%
8964,AMPnet Asset Platform and Exchange,$0.1238,--
8965,Dark Matter,$14.40,--
8966,Moon Stop,$0.00007092,--
8967,ziot Coin,$0.01849,--
8968,WHEAT,$0.3018,3.61%
8969,IQONIQ FanEcoSystem,$0.000879,--
8970,FrogeX,$0.000001956,"$803,548"
8971,Mofi Finance,$0.0009989,--
8972,One Get Coin,$0.001598,--
8973,RocketMoon,$0.0...03382,--
8974,Bitsz,$1.27,--
8975,ENV Finance,$0.001197,0.00%
8976,Vanilla,$0.1976,"$2,640,947"
8977,GrafenoCoin,$0.0...07961,--
8978,Crypto Excellence,$1.10,--
8979,BIXBCOIN,$11.58,--
8980,Donkey,$0.003796,--
8981,PandaSwap,$0.003781,--
8982,CLAIM,$0.0306,0.00%
8983,Papel Token,$0.00000000658,--
8984,Milktea.finance,$0.00009989,--
8985,Husky,$0.0...03958,--
8986,Safetesla,$0.0...04527,--
8987,Golden Duck,$0.000000002277,--
8988,Ethersocks,$51.26,--
8989,Babytoken,$0.00287,--
8990,Venus Cardano,$0.009184,--
8991,Shield Network,$0.000001532,--
8992,POP,$0.004333,--
8993,Anti-Lockdown,$0.0001905,--
8994,UNILAYERX,$1.54,--
8995,OXO.Farm,$0.003696,--
8996,Hamtaro,$0.0...02946,5.68%
8997,Evolution Finance,$17.52,--
8998,XBN Community Token,$0.0...06146,--
8999,Fortress Lending,$0.01626,"$91,650"
9000,g9tro Crowdfunding Platform,$0.001373,--
9001,Goat Coin,$0.0007351,10.55%
9002,SEA,$0.0006249,5.05%
9003,Wrapped Statera,$0.0112,--
9004,Nftfy,$0.04139,1.91%
9005,Triforce Protocol,$0.02465,0.00%
9006,Emblem,$0.07498,0.00%
9007,DiamondToken,$12.52,--
9008,Blocktyme,$0.0002555,--
9009,Parasset,$0.09679,--
9010,Shield,$0.1049,--
9011,BNB Diamond,$0.000000004136,6.81%
9012,upBNB,$0.02208,--
9013,Nadeshiko,$0.000006894,--
9014,COLD FINANCE,$0.0...01998,--
9015,BSC Gold,$0.00003848,--
9016,Caramel Swap,$0.0001998,--
9017,Bakery Tools,$0.000103,11.60%
9018,SafeZone,$0.0001788,--
9019,PalGold,$0.04994,"$1,665,629"
9020,Atlantic Finance Token,$0.00182,--
9021,SafeGem.Finance,$0.0...09594,--
9022,GarudaSwap,$0.000000001946,--
9023,Deez Nuts,$0.000002767,"$1,996,057"
9024,Oviex,$1.51,0.00%
9025,Wenlambo,$0.000000007077,--
9026,Fundum Capital,$0.001468,"$80,743"
9027,yBEARSwap,$0.00005494,--
9028,Chihua Token,$0.0...03059,--
9029,Baby Shark,$0.0...00136,--
9030,ApeHaven,$0.00004362,--
9031,Zoo Token,$0.0...04247,"$219,168"
9032,Dick,$0.0...06355,"$49,570"
9033,Keisuke Inu,$0.0...04992,--
9034,SAFESPACE,$0.0...08207,1.69%
9035,Matador Token,$0.0...09989,--
9036,Quidax Token,$0.006982,"$349,119"
9037,Fire Token,$0.0002457,--
9038,NFT TOKEN PILOT,$0.000169,--
9039,SIL Finance,$25.70,0.00%
9040,ToolApe,$0.0004446,"$31,791"
9041,Papp Mobile,$0.000000007579,22.83%
9042,NFTTONE,$0.0...02015,--
9043,Erotica,$0.0...01221,--
9044,ENERGY Token,$0.001203,--
9045,Dobermann,$0.0...05211,--
9046,Pupper,$0.0...01719,--
9047,Mozart Finance,$0.0006054,0.00%
9048,GIVE GLOBAL,$0.0002171,--
9049,Shibaken Finance,$0.0...06204,"$584,107"
9050,Direwolf,$0.0...02017,--
9051,Eleven Finance,$0.00806,"$30,335"
9052,Catge coin,$0.0...01184,1.15%
9053,SafePizza,$0.0...02819,--
9054,DragonBite,$0.0006516,--
9055,Kombai Inu,$0.0...01699,--
9056,Enedex,$0.0004799,13.93%
9057,Blockmine,$0.004154,--
9058,Global DeFi,$0.395,--
9059,KarenCoin,$0.0...00802,7.06%
9060,DAO1,$0.03752,"$29,313"
9061,Star Foxx,$0.0000001174,"$117,380"
9062,BlackPool,$1.02,"$1,107,497"
9063,Volatility Protocol Token,$0.01874,--
9064,Stopelon,$0.0000006944,1.41%
9065,Jomon Inu,$0.0...01002,--
9066,Mammon,$0.001717,--
9067,PancakeFork Finance,$0.001512,--
9068,Hepa Finance,$0.00004263,--
9069,ARC Governance,$0.06101,--
9070,BoomBaby.io,$0.0...01586,--
9071,Curio Stable Coin,$0.1263,"$26,538"
9072,Mindsync,$0.007312,--
9073,Bagels Finance,$0.00205,0.53%
9074,King Arthur,$0.0...00106,--
9075,Jejudoge,$0.0...02218,"$146,412"
9076,Shibby,$0.000000001264,0.00%
9077,Hyper Deflate,$0.0000000034,--
9078,Xiasi Inu,$0.0...04223,--
9079,Steel,$0.002397,--
9080,Night Life Crypto,$0.4883,--
9081,MoonRise,$0.0...02196,--
9082,CoinSwap Space,$0.09797,--
9083,Nobunaga Token,$0.0009984,0.00%
9084,SolarWind Token,$0.0001324,"$39,633"
9085,MCS Token,$0.0001239,--
9086,Crossing the Yellow Blocks,$0.02028,--
9087,SOCIETY OF GALACTIC EXPLORATION,$0.000000003211,--
9088,Turtle,$0.0...05989,"$59,890"
9089,Locklet,$0.008304,"$558,298"
9090,Tardigrades.Finance (ETH),$0.0...01768,--
9091,Arty's World,$0.000004714,--
9092,ARTH Shares,$0.0002743,0.00%
9093,CoinW Token,$0.4225,0.00%
9094,Inari,$0.0000002236,"$67,996"
9095,Jetswap.finance,$0.005504,"$129,210"
9096,MocktailSwap,$0.0009885,8.75%
9097,NEFTiPEDiA,$0.0006921,"$312,981"
9098,ZORT,$0.05478,--
9099,Yield Parrot,$0.003883,--
9100,Zerogoki,$0.05941,--
9101,NAFTY,$0.0001059,"$2,005,667"
9102,SEED,$12.43,--
9103,Unicly Genesis MoonCats Collection,$0.08036,--
9104,TreasureKey,$0.0001393,--
9105,CBET Token,$0.0000001622,3.26%
9106,SafeCap Token,$0.0002188,--
